2,2,2,4,28,28,128,32,0.221248,0.373472,512,50176,2,39,3,3
2,2,4,4,28,28,128,32,0.246720,0.370880,512,25088,2,41,3,3
2,3,2,4,28,28,128,32,0.194112,0.369504,512,35840,2,39,3,3
2,3,4,4,28,28,128,32,0.224512,0.360608,512,17920,2,39,3,3
2,4,2,4,28,28,128,32,0.168512,0.371488,512,25088,2,39,3,3
2,4,4,4,28,28,128,32,0.209792,0.368672,512,12544,2,39,3,3
2,5,2,4,28,28,128,32,0.158976,0.372064,512,21504,2,39,3,3
2,5,4,4,28,28,128,32,0.202976,0.377056,512,10752,2,39,3,3
2,6,2,4,28,28,128,32,0.152192,0.375424,512,17920,2,35,3,3
2,6,4,4,28,28,128,32,0.200544,0.370688,512,8960,2,35,3,3
2,7,2,4,28,28,128,32,0.146080,0.370016,512,14336,2,37,3,3
2,7,4,4,28,28,128,32,0.196576,0.371520,512,7168,2,37,3,3
3,2,2,4,28,28,128,32,0.192512,0.368384,512,35840,2,39,3,3
3,2,4,4,28,28,128,32,0.227072,0.365024,512,17920,2,39,3,3
3,3,2,4,28,28,128,32,0.169728,0.366592,512,25600,2,41,3,3
3,3,4,4,28,28,128,32,0.211456,0.375680,512,12800,2,41,3,3
3,4,2,4,28,28,128,32,0.149888,0.360032,512,17920,2,38,3,3
3,4,4,4,28,28,128,32,0.201024,0.370240,512,8960,2,38,3,3
3,5,2,4,28,28,128,32,0.145856,0.382272,512,15360,2,41,3,3
3,5,4,4,28,28,128,32,0.195744,0.370720,512,7680,2,40,3,3
3,6,2,4,28,28,128,32,0.145440,0.371072,512,12800,2,47,3,3
3,6,4,4,28,28,128,32,0.193568,0.369600,512,6400,2,47,3,3
3,7,2,4,28,28,128,32,0.137792,0.370752,512,10240,2,46,3,3
3,7,4,4,28,28,128,32,0.192832,0.374848,512,5120,2,46,3,3
4,2,2,4,28,28,128,32,0.168608,0.366528,512,25088,2,38,3,3
4,2,4,4,28,28,128,32,0.208256,0.369824,512,12544,2,38,3,3
4,3,2,4,28,28,128,32,0.149184,0.365504,512,17920,2,37,3,3
4,3,4,4,28,28,128,32,0.198112,0.375776,512,8960,2,37,3,3
4,4,2,4,28,28,128,32,0.135552,0.367584,512,12544,2,42,3,3
4,4,4,4,28,28,128,32,0.187392,0.371360,512,6272,2,42,3,3
4,5,2,4,28,28,128,32,0.134400,0.368672,512,10752,2,47,3,3
4,5,4,4,28,28,128,32,0.191808,0.376864,512,5376,2,45,3,3
4,6,2,4,28,28,128,32,0.134112,0.373344,512,8960,2,47,3,3
4,6,4,4,28,28,128,32,0.197024,0.375040,512,4480,2,47,3,3
4,7,2,4,28,28,128,32,0.129088,0.370624,512,7168,2,50,3,3
4,7,4,4,28,28,128,32,0.198400,0.370048,512,3584,2,50,3,3
5,2,2,4,28,28,128,32,0.161280,0.370976,512,21504,2,39,3,3
5,2,4,4,28,28,128,32,0.204224,0.375584,512,10752,2,39,3,3
5,3,2,4,28,28,128,32,0.145184,0.363232,512,15360,2,41,3,3
5,3,4,4,28,28,128,32,0.197152,0.366976,512,7680,2,40,3,3
5,4,2,4,28,28,128,32,0.136672,0.370080,512,10752,2,46,3,3
5,4,4,4,28,28,128,32,0.191616,0.367776,512,5376,2,46,3,3
5,5,2,4,28,28,128,32,0.136256,0.371936,512,9216,2,48,3,3
5,5,4,4,28,28,128,32,0.198400,0.369376,512,4608,2,48,3,3
5,6,2,4,28,28,128,32,0.137792,0.371168,512,7680,2,54,3,3
5,6,4,4,28,28,128,32,0.196352,0.373056,512,3840,2,54,3,3
5,7,2,4,28,28,128,32,0.141376,0.363040,512,6144,2,64,3,3
5,7,4,4,28,28,128,32,0.187648,0.367360,512,3072,2,64,3,3
6,2,2,4,28,28,128,32,0.154816,0.371072,512,17920,2,37,3,3
6,2,4,4,28,28,128,32,0.206880,0.370144,512,8960,2,37,3,3
6,3,2,4,28,28,128,32,0.146720,0.368224,512,12800,2,43,3,3
6,3,4,4,28,28,128,32,0.199584,0.366336,512,6400,2,43,3,3
6,4,2,4,28,28,128,32,0.135456,0.361984,512,8960,2,47,3,3
6,4,4,4,28,28,128,32,0.191360,0.374752,512,4480,2,47,3,3
6,5,2,4,28,28,128,32,0.136032,0.372672,512,7680,2,54,3,3
6,5,4,4,28,28,128,32,0.199904,0.371360,512,3840,2,54,3,3
